date,GROUP,Interest,REGION
2015-01-04,Vince Staples,0,KR
2015-01-11,Vince Staples,0,KR
2015-01-18,Vince Staples,0,KR
2015-01-25,Vince Staples,0,KR
2015-02-01,Vince Staples,0,KR
2015-02-08,Vince Staples,0,KR
2015-02-15,Vince Staples,0,KR
2015-02-22,Vince Staples,74,KR
2015-03-01,Vince Staples,0,KR
2015-03-08,Vince Staples,0,KR
2015-03-15,Vince Staples,0,KR
2015-03-22,Vince Staples,0,KR
2015-03-29,Vince Staples,0,KR
2015-04-05,Vince Staples,0,KR
2015-04-12,Vince Staples,0,KR
2015-04-19,Vince Staples,0,KR
2015-04-26,Vince Staples,0,KR
2015-05-03,Vince Staples,0,KR
2015-05-10,Vince Staples,0,KR
2015-05-17,Vince Staples,0,KR
2015-05-24,Vince Staples,0,KR
2015-05-31,Vince Staples,0,KR
2015-06-07,Vince Staples,0,KR
2015-06-14,Vince Staples,0,KR
2015-06-21,Vince Staples,0,KR
2015-06-28,Vince Staples,0,KR
2015-07-05,Vince Staples,0,KR
2015-07-12,Vince Staples,0,KR
2015-07-19,Vince Staples,0,KR
2015-07-26,Vince Staples,0,KR
2015-08-02,Vince Staples,68,KR
2015-08-09,Vince Staples,66,KR
2015-08-16,Vince Staples,0,KR
2015-08-23,Vince Staples,0,KR
2015-08-30,Vince Staples,0,KR
2015-09-06,Vince Staples,69,KR
2015-09-13,Vince Staples,0,KR
2015-09-20,Vince Staples,70,KR
2015-09-27,Vince Staples,0,KR
2015-10-04,Vince Staples,0,KR
2015-10-11,Vince Staples,0,KR
2015-10-18,Vince Staples,0,KR
2015-10-25,Vince Staples,0,KR
2015-11-01,Vince Staples,0,KR
2015-11-08,Vince Staples,62,KR
2015-11-15,Vince Staples,0,KR
2015-11-22,Vince Staples,0,KR
2015-11-29,Vince Staples,0,KR
2015-12-06,Vince Staples,0,KR
2015-12-13,Vince Staples,64,KR
2015-12-20,Vince Staples,0,KR
2015-12-27,Vince Staples,0,KR
2016-01-03,Vince Staples,0,KR
2016-01-10,Vince Staples,65,KR
2016-01-17,Vince Staples,0,KR
2016-01-24,Vince Staples,0,KR
2016-01-31,Vince Staples,0,KR
2016-02-07,Vince Staples,0,KR
2016-02-14,Vince Staples,0,KR
2016-02-21,Vince Staples,0,KR
2016-02-28,Vince Staples,0,KR
2016-03-06,Vince Staples,0,KR
2016-03-13,Vince Staples,0,KR
2016-03-20,Vince Staples,0,KR
2016-03-27,Vince Staples,0,KR
2016-04-03,Vince Staples,57,KR
2016-04-10,Vince Staples,57,KR
2016-04-17,Vince Staples,0,KR
2016-04-24,Vince Staples,0,KR
2016-05-01,Vince Staples,0,KR
2016-05-08,Vince Staples,0,KR
2016-05-15,Vince Staples,0,KR
2016-05-22,Vince Staples,60,KR
2016-05-29,Vince Staples,0,KR
2016-06-05,Vince Staples,0,KR
2016-06-12,Vince Staples,0,KR
2016-06-19,Vince Staples,0,KR
2016-06-26,Vince Staples,0,KR
2016-07-03,Vince Staples,0,KR
2016-07-10,Vince Staples,62,KR
2016-07-17,Vince Staples,0,KR
2016-07-24,Vince Staples,0,KR
2016-07-31,Vince Staples,0,KR
2016-08-07,Vince Staples,0,KR
2016-08-14,Vince Staples,0,KR
2016-08-21,Vince Staples,0,KR
2016-08-28,Vince Staples,0,KR
2016-09-04,Vince Staples,60,KR
2016-09-11,Vince Staples,0,KR
2016-09-18,Vince Staples,0,KR
2016-09-25,Vince Staples,0,KR
2016-10-02,Vince Staples,57,KR
2016-10-09,Vince Staples,0,KR
2016-10-16,Vince Staples,0,KR
2016-10-23,Vince Staples,0,KR
2016-10-30,Vince Staples,0,KR
2016-11-06,Vince Staples,0,KR
2016-11-13,Vince Staples,0,KR
2016-11-20,Vince Staples,56,KR
2016-11-27,Vince Staples,0,KR
2016-12-04,Vince Staples,55,KR
2016-12-11,Vince Staples,0,KR
2016-12-18,Vince Staples,0,KR
2016-12-25,Vince Staples,0,KR
2017-01-01,Vince Staples,0,KR
2017-01-08,Vince Staples,0,KR
2017-01-15,Vince Staples,0,KR
2017-01-22,Vince Staples,0,KR
2017-01-29,Vince Staples,0,KR
2017-02-05,Vince Staples,0,KR
2017-02-12,Vince Staples,0,KR
2017-02-19,Vince Staples,0,KR
2017-02-26,Vince Staples,52,KR
2017-03-05,Vince Staples,0,KR
2017-03-12,Vince Staples,0,KR
2017-03-19,Vince Staples,0,KR
2017-03-26,Vince Staples,0,KR
2017-04-02,Vince Staples,0,KR
2017-04-09,Vince Staples,0,KR
2017-04-16,Vince Staples,0,KR
2017-04-23,Vince Staples,0,KR
2017-04-30,Vince Staples,0,KR
2017-05-07,Vince Staples,0,KR
2017-05-14,Vince Staples,0,KR
2017-05-21,Vince Staples,0,KR
2017-05-28,Vince Staples,0,KR
2017-06-04,Vince Staples,0,KR
2017-06-11,Vince Staples,0,KR
2017-06-18,Vince Staples,0,KR
2017-06-25,Vince Staples,0,KR
2017-07-02,Vince Staples,51,KR
2017-07-09,Vince Staples,100,KR
2017-07-16,Vince Staples,0,KR
2017-07-23,Vince Staples,0,KR
2017-07-30,Vince Staples,20,KR
2017-08-06,Vince Staples,4,KR
2017-08-13,Vince Staples,0,KR
2017-08-20,Vince Staples,0,KR
2017-08-27,Vince Staples,0,KR
2017-09-03,Vince Staples,5,KR
2017-09-10,Vince Staples,0,KR
2017-09-17,Vince Staples,10,KR
2017-09-24,Vince Staples,5,KR
2017-10-01,Vince Staples,4,KR
2017-10-08,Vince Staples,0,KR
2017-10-15,Vince Staples,5,KR
2017-10-22,Vince Staples,10,KR
2017-10-29,Vince Staples,0,KR
2017-11-05,Vince Staples,10,KR
2017-11-12,Vince Staples,0,KR
2017-11-19,Vince Staples,5,KR
2017-11-26,Vince Staples,0,KR
2017-12-03,Vince Staples,0,KR
2017-12-10,Vince Staples,5,KR
2017-12-17,Vince Staples,0,KR
2017-12-24,Vince Staples,0,KR
2017-12-31,Vince Staples,0,KR
2018-01-07,Vince Staples,4,KR
2018-01-14,Vince Staples,0,KR
2018-01-21,Vince Staples,0,KR
2018-01-28,Vince Staples,4,KR
2018-02-04,Vince Staples,0,KR
2018-02-11,Vince Staples,5,KR
2018-02-18,Vince Staples,5,KR
2018-02-25,Vince Staples,5,KR
2018-03-04,Vince Staples,0,KR
2018-03-11,Vince Staples,5,KR
2018-03-18,Vince Staples,0,KR
2018-03-25,Vince Staples,0,KR
2018-04-01,Vince Staples,0,KR
2018-04-08,Vince Staples,0,KR
2018-04-15,Vince Staples,0,KR
2018-04-22,Vince Staples,10,KR
2018-04-29,Vince Staples,5,KR
2018-05-06,Vince Staples,5,KR
2018-05-13,Vince Staples,0,KR
2018-05-20,Vince Staples,0,KR
2018-05-27,Vince Staples,0,KR
2018-06-03,Vince Staples,0,KR
2018-06-10,Vince Staples,0,KR
2018-06-17,Vince Staples,0,KR
2018-06-24,Vince Staples,5,KR
2018-07-01,Vince Staples,7,KR
2018-07-08,Vince Staples,0,KR
2018-07-15,Vince Staples,0,KR
2018-07-22,Vince Staples,5,KR
2018-07-29,Vince Staples,0,KR
2018-08-05,Vince Staples,0,KR
2018-08-12,Vince Staples,4,KR
2018-08-19,Vince Staples,4,KR
2018-08-26,Vince Staples,0,KR
2018-09-02,Vince Staples,7,KR
2018-09-09,Vince Staples,0,KR
2018-09-16,Vince Staples,0,KR
2018-09-23,Vince Staples,0,KR
2018-09-30,Vince Staples,0,KR
2018-10-07,Vince Staples,3,KR
2018-10-14,Vince Staples,3,KR
2018-10-21,Vince Staples,3,KR
2018-10-28,Vince Staples,7,KR
2018-11-04,Vince Staples,10,KR
2018-11-11,Vince Staples,0,KR
2018-11-18,Vince Staples,5,KR
2018-11-25,Vince Staples,3,KR
2018-12-02,Vince Staples,0,KR
2018-12-09,Vince Staples,3,KR
2018-12-16,Vince Staples,3,KR
2018-12-23,Vince Staples,0,KR
2018-12-30,Vince Staples,3,KR
2019-01-06,Vince Staples,3,KR
2019-01-13,Vince Staples,3,KR
2019-01-20,Vince Staples,0,KR
2019-01-27,Vince Staples,0,KR
2019-02-03,Vince Staples,0,KR
2019-02-10,Vince Staples,0,KR
2019-02-17,Vince Staples,3,KR
2019-02-24,Vince Staples,0,KR
2019-03-03,Vince Staples,0,KR
2019-03-10,Vince Staples,3,KR
2019-03-17,Vince Staples,10,KR
2019-03-24,Vince Staples,0,KR
2019-03-31,Vince Staples,0,KR
2019-04-07,Vince Staples,3,KR
2019-04-14,Vince Staples,3,KR
2019-04-21,Vince Staples,0,KR
2019-04-28,Vince Staples,0,KR
2019-05-05,Vince Staples,3,KR
2019-05-12,Vince Staples,0,KR
2019-05-19,Vince Staples,0,KR
2019-05-26,Vince Staples,0,KR
2015-01-04,Higher Brothers,0,KR
2015-01-11,Higher Brothers,0,KR
2015-01-18,Higher Brothers,0,KR
2015-01-25,Higher Brothers,0,KR
2015-02-01,Higher Brothers,0,KR
2015-02-08,Higher Brothers,0,KR
2015-02-15,Higher Brothers,0,KR
2015-02-22,Higher Brothers,0,KR
2015-03-01,Higher Brothers,0,KR
2015-03-08,Higher Brothers,0,KR
2015-03-15,Higher Brothers,0,KR
2015-03-22,Higher Brothers,0,KR
2015-03-29,Higher Brothers,0,KR
2015-04-05,Higher Brothers,0,KR
2015-04-12,Higher Brothers,0,KR
2015-04-19,Higher Brothers,0,KR
2015-04-26,Higher Brothers,0,KR
2015-05-03,Higher Brothers,0,KR
2015-05-10,Higher Brothers,0,KR
2015-05-17,Higher Brothers,0,KR
2015-05-24,Higher Brothers,0,KR
2015-05-31,Higher Brothers,0,KR
2015-06-07,Higher Brothers,0,KR
2015-06-14,Higher Brothers,0,KR
2015-06-21,Higher Brothers,0,KR
2015-06-28,Higher Brothers,0,KR
2015-07-05,Higher Brothers,0,KR
2015-07-12,Higher Brothers,0,KR
2015-07-19,Higher Brothers,0,KR
2015-07-26,Higher Brothers,0,KR
2015-08-02,Higher Brothers,0,KR
2015-08-09,Higher Brothers,0,KR
2015-08-16,Higher Brothers,0,KR
2015-08-23,Higher Brothers,0,KR
2015-08-30,Higher Brothers,0,KR
2015-09-06,Higher Brothers,0,KR
2015-09-13,Higher Brothers,0,KR
2015-09-20,Higher Brothers,0,KR
2015-09-27,Higher Brothers,0,KR
2015-10-04,Higher Brothers,0,KR
2015-10-11,Higher Brothers,0,KR
2015-10-18,Higher Brothers,0,KR
2015-10-25,Higher Brothers,0,KR
2015-11-01,Higher Brothers,0,KR
2015-11-08,Higher Brothers,0,KR
2015-11-15,Higher Brothers,0,KR
2015-11-22,Higher Brothers,0,KR
2015-11-29,Higher Brothers,0,KR
2015-12-06,Higher Brothers,0,KR
2015-12-13,Higher Brothers,0,KR
2015-12-20,Higher Brothers,0,KR
2015-12-27,Higher Brothers,0,KR
2016-01-03,Higher Brothers,0,KR
2016-01-10,Higher Brothers,0,KR
2016-01-17,Higher Brothers,0,KR
2016-01-24,Higher Brothers,0,KR
2016-01-31,Higher Brothers,0,KR
2016-02-07,Higher Brothers,0,KR
2016-02-14,Higher Brothers,0,KR
2016-02-21,Higher Brothers,0,KR
2016-02-28,Higher Brothers,0,KR
2016-03-06,Higher Brothers,0,KR
2016-03-13,Higher Brothers,0,KR
2016-03-20,Higher Brothers,0,KR
2016-03-27,Higher Brothers,0,KR
2016-04-03,Higher Brothers,0,KR
2016-04-10,Higher Brothers,0,KR
2016-04-17,Higher Brothers,0,KR
2016-04-24,Higher Brothers,0,KR
2016-05-01,Higher Brothers,0,KR
2016-05-08,Higher Brothers,0,KR
2016-05-15,Higher Brothers,0,KR
2016-05-22,Higher Brothers,0,KR
2016-05-29,Higher Brothers,0,KR
2016-06-05,Higher Brothers,0,KR
2016-06-12,Higher Brothers,0,KR
2016-06-19,Higher Brothers,0,KR
2016-06-26,Higher Brothers,0,KR
2016-07-03,Higher Brothers,0,KR
2016-07-10,Higher Brothers,0,KR
2016-07-17,Higher Brothers,0,KR
2016-07-24,Higher Brothers,0,KR
2016-07-31,Higher Brothers,0,KR
2016-08-07,Higher Brothers,0,KR
2016-08-14,Higher Brothers,0,KR
2016-08-21,Higher Brothers,0,KR
2016-08-28,Higher Brothers,0,KR
2016-09-04,Higher Brothers,0,KR
2016-09-11,Higher Brothers,0,KR
2016-09-18,Higher Brothers,0,KR
2016-09-25,Higher Brothers,0,KR
2016-10-02,Higher Brothers,0,KR
2016-10-09,Higher Brothers,0,KR
2016-10-16,Higher Brothers,0,KR
2016-10-23,Higher Brothers,0,KR
2016-10-30,Higher Brothers,0,KR
2016-11-06,Higher Brothers,0,KR
2016-11-13,Higher Brothers,0,KR
2016-11-20,Higher Brothers,0,KR
2016-11-27,Higher Brothers,0,KR
2016-12-04,Higher Brothers,0,KR
2016-12-11,Higher Brothers,0,KR
2016-12-18,Higher Brothers,0,KR
2016-12-25,Higher Brothers,0,KR
2017-01-01,Higher Brothers,0,KR
2017-01-08,Higher Brothers,0,KR
2017-01-15,Higher Brothers,0,KR
2017-01-22,Higher Brothers,0,KR
2017-01-29,Higher Brothers,0,KR
2017-02-05,Higher Brothers,0,KR
2017-02-12,Higher Brothers,0,KR
2017-02-19,Higher Brothers,0,KR
2017-02-26,Higher Brothers,0,KR
2017-03-05,Higher Brothers,0,KR
2017-03-12,Higher Brothers,0,KR
2017-03-19,Higher Brothers,0,KR
2017-03-26,Higher Brothers,0,KR
2017-04-02,Higher Brothers,0,KR
2017-04-09,Higher Brothers,0,KR
2017-04-16,Higher Brothers,0,KR
2017-04-23,Higher Brothers,0,KR
2017-04-30,Higher Brothers,0,KR
2017-05-07,Higher Brothers,0,KR
2017-05-14,Higher Brothers,0,KR
2017-05-21,Higher Brothers,49,KR
2017-05-28,Higher Brothers,0,KR
2017-06-04,Higher Brothers,47,KR
2017-06-11,Higher Brothers,49,KR
2017-06-18,Higher Brothers,50,KR
2017-06-25,Higher Brothers,0,KR
2017-07-02,Higher Brothers,100,KR
2017-07-09,Higher Brothers,0,KR
2017-07-16,Higher Brothers,49,KR
2017-07-23,Higher Brothers,0,KR
2017-07-30,Higher Brothers,0,KR
2017-08-06,Higher Brothers,0,KR
2017-08-13,Higher Brothers,4,KR
2017-08-20,Higher Brothers,9,KR
2017-08-27,Higher Brothers,9,KR
2017-09-03,Higher Brothers,10,KR
2017-09-10,Higher Brothers,5,KR
2017-09-17,Higher Brothers,5,KR
2017-09-24,Higher Brothers,5,KR
2017-10-01,Higher Brothers,9,KR
2017-10-08,Higher Brothers,9,KR
2017-10-15,Higher Brothers,10,KR
2017-10-22,Higher Brothers,10,KR
2017-10-29,Higher Brothers,0,KR
2017-11-05,Higher Brothers,15,KR
2017-11-12,Higher Brothers,10,KR
2017-11-19,Higher Brothers,0,KR
2017-11-26,Higher Brothers,10,KR
2017-12-03,Higher Brothers,5,KR
2017-12-10,Higher Brothers,5,KR
2017-12-17,Higher Brothers,12,KR
2017-12-24,Higher Brothers,0,KR
2017-12-31,Higher Brothers,0,KR
2018-01-07,Higher Brothers,0,KR
2018-01-14,Higher Brothers,4,KR
2018-01-21,Higher Brothers,8,KR
2018-01-28,Higher Brothers,9,KR
2018-02-04,Higher Brothers,14,KR
2018-02-11,Higher Brothers,0,KR
2018-02-18,Higher Brothers,5,KR
2018-02-25,Higher Brothers,0,KR
2018-03-04,Higher Brothers,0,KR
2018-03-11,Higher Brothers,0,KR
2018-03-18,Higher Brothers,0,KR
2018-03-25,Higher Brothers,0,KR
2018-04-01,Higher Brothers,0,KR
2018-04-08,Higher Brothers,12,KR
2018-04-15,Higher Brothers,10,KR
2018-04-22,Higher Brothers,5,KR
2018-04-29,Higher Brothers,5,KR
2018-05-06,Higher Brothers,0,KR
2018-05-13,Higher Brothers,0,KR
2018-05-20,Higher Brothers,9,KR
2018-05-27,Higher Brothers,0,KR
2018-06-03,Higher Brothers,9,KR
2018-06-10,Higher Brothers,7,KR
2018-06-17,Higher Brothers,5,KR
2018-06-24,Higher Brothers,5,KR
2018-07-01,Higher Brothers,0,KR
2018-07-08,Higher Brothers,0,KR
2018-07-15,Higher Brothers,4,KR
2018-07-22,Higher Brothers,5,KR
2018-07-29,Higher Brothers,4,KR
2018-08-05,Higher Brothers,0,KR
2018-08-12,Higher Brothers,6,KR
2018-08-19,Higher Brothers,12,KR
2018-08-26,Higher Brothers,4,KR
2018-09-02,Higher Brothers,4,KR
2018-09-09,Higher Brothers,0,KR
2018-09-16,Higher Brothers,4,KR
2018-09-23,Higher Brothers,4,KR
2018-09-30,Higher Brothers,0,KR
2018-10-07,Higher Brothers,3,KR
2018-10-14,Higher Brothers,3,KR
2018-10-21,Higher Brothers,0,KR
2018-10-28,Higher Brothers,3,KR
2018-11-04,Higher Brothers,3,KR
2018-11-11,Higher Brothers,6,KR
2018-11-18,Higher Brothers,0,KR
2018-11-25,Higher Brothers,0,KR
2018-12-02,Higher Brothers,0,KR
2018-12-09,Higher Brothers,0,KR
2018-12-16,Higher Brothers,0,KR
2018-12-23,Higher Brothers,3,KR
2018-12-30,Higher Brothers,3,KR
2019-01-06,Higher Brothers,0,KR
2019-01-13,Higher Brothers,0,KR
2019-01-20,Higher Brothers,3,KR
2019-01-27,Higher Brothers,0,KR
2019-02-03,Higher Brothers,6,KR
2019-02-10,Higher Brothers,3,KR
2019-02-17,Higher Brothers,5,KR
2019-02-24,Higher Brothers,0,KR
2019-03-03,Higher Brothers,6,KR
2019-03-10,Higher Brothers,6,KR
2019-03-17,Higher Brothers,5,KR
2019-03-24,Higher Brothers,0,KR
2019-03-31,Higher Brothers,3,KR
2019-04-07,Higher Brothers,6,KR
2019-04-14,Higher Brothers,0,KR
2019-04-21,Higher Brothers,3,KR
2019-04-28,Higher Brothers,3,KR
2019-05-05,Higher Brothers,0,KR
2019-05-12,Higher Brothers,0,KR
2019-05-19,Higher Brothers,0,KR
2019-05-26,Higher Brothers,0,KR
2015-01-04,Keith Ape,54,JP
2015-01-11,Keith Ape,0,JP
2015-01-18,Keith Ape,0,JP
2015-01-25,Keith Ape,0,JP
2015-02-01,Keith Ape,25,JP
2015-02-08,Keith Ape,0,JP
2015-02-15,Keith Ape,0,JP
2015-02-22,Keith Ape,26,JP
2015-03-01,Keith Ape,53,JP
2015-03-08,Keith Ape,0,JP
2015-03-15,Keith Ape,0,JP
2015-03-22,Keith Ape,0,JP
2015-03-29,Keith Ape,0,JP
2015-04-05,Keith Ape,28,JP
2015-04-12,Keith Ape,29,JP
2015-04-19,Keith Ape,28,JP
2015-04-26,Keith Ape,0,JP
2015-05-03,Keith Ape,0,JP
2015-05-10,Keith Ape,0,JP
2015-05-17,Keith Ape,0,JP
2015-05-24,Keith Ape,0,JP
2015-05-31,Keith Ape,0,JP
2015-06-07,Keith Ape,0,JP
2015-06-14,Keith Ape,27,JP
2015-06-21,Keith Ape,27,JP
2015-06-28,Keith Ape,0,JP
2015-07-05,Keith Ape,0,JP
2015-07-12,Keith Ape,0,JP
2015-07-19,Keith Ape,26,JP
2015-07-26,Keith Ape,39,JP
2015-08-02,Keith Ape,27,JP
2015-08-09,Keith Ape,27,JP
2015-08-16,Keith Ape,26,JP
2015-08-23,Keith Ape,26,JP
2015-08-30,Keith Ape,27,JP
2015-09-06,Keith Ape,0,JP
2015-09-13,Keith Ape,0,JP
2015-09-20,Keith Ape,0,JP
2015-09-27,Keith Ape,0,JP
2015-10-04,Keith Ape,0,JP
2015-10-11,Keith Ape,53,JP
2015-10-18,Keith Ape,0,JP
2015-10-25,Keith Ape,28,JP
2015-11-01,Keith Ape,28,JP
2015-11-08,Keith Ape,52,JP
2015-11-15,Keith Ape,28,JP
2015-11-22,Keith Ape,28,JP
2015-11-29,Keith Ape,58,JP
2015-12-06,Keith Ape,0,JP
2015-12-13,Keith Ape,0,JP
2015-12-20,Keith Ape,57,JP
2015-12-27,Keith Ape,31,JP
2016-01-03,Keith Ape,29,JP
2016-01-10,Keith Ape,0,JP
2016-01-17,Keith Ape,28,JP
2016-01-24,Keith Ape,0,JP
2016-01-31,Keith Ape,29,JP
2016-02-07,Keith Ape,55,JP
2016-02-14,Keith Ape,0,JP
2016-02-21,Keith Ape,29,JP
2016-02-28,Keith Ape,0,JP
2016-03-06,Keith Ape,33,JP
2016-03-13,Keith Ape,37,JP
2016-03-20,Keith Ape,26,JP
2016-03-27,Keith Ape,0,JP
2016-04-03,Keith Ape,0,JP
2016-04-10,Keith Ape,28,JP
2016-04-17,Keith Ape,30,JP
2016-04-24,Keith Ape,29,JP
2016-05-01,Keith Ape,83,JP
2016-05-08,Keith Ape,30,JP
2016-05-15,Keith Ape,0,JP
2016-05-22,Keith Ape,0,JP
2016-05-29,Keith Ape,31,JP
2016-06-05,Keith Ape,30,JP
2016-06-12,Keith Ape,46,JP
2016-06-19,Keith Ape,0,JP
2016-06-26,Keith Ape,0,JP
2016-07-03,Keith Ape,0,JP
2016-07-10,Keith Ape,47,JP
2016-07-17,Keith Ape,0,JP
2016-07-24,Keith Ape,31,JP
2016-07-31,Keith Ape,0,JP
2016-08-07,Keith Ape,0,JP
2016-08-14,Keith Ape,0,JP
2016-08-21,Keith Ape,31,JP
2016-08-28,Keith Ape,31,JP
2016-09-04,Keith Ape,0,JP
2016-09-11,Keith Ape,64,JP
2016-09-18,Keith Ape,29,JP
2016-09-25,Keith Ape,32,JP
2016-10-02,Keith Ape,32,JP
2016-10-09,Keith Ape,0,JP
2016-10-16,Keith Ape,32,JP
2016-10-23,Keith Ape,0,JP
2016-10-30,Keith Ape,0,JP
2016-11-06,Keith Ape,0,JP
2016-11-13,Keith Ape,0,JP
2016-11-20,Keith Ape,0,JP
2016-11-27,Keith Ape,0,JP
2016-12-04,Keith Ape,0,JP
2016-12-11,Keith Ape,33,JP
2016-12-18,Keith Ape,0,JP
2016-12-25,Keith Ape,0,JP
2017-01-01,Keith Ape,34,JP
2017-01-08,Keith Ape,0,JP
2017-01-15,Keith Ape,32,JP
2017-01-22,Keith Ape,32,JP
2017-01-29,Keith Ape,32,JP
2017-02-05,Keith Ape,31,JP
2017-02-12,Keith Ape,0,JP
2017-02-19,Keith Ape,0,JP
2017-02-26,Keith Ape,33,JP
2017-03-05,Keith Ape,0,JP
2017-03-12,Keith Ape,0,JP
2017-03-19,Keith Ape,0,JP
2017-03-26,Keith Ape,0,JP
2017-04-02,Keith Ape,0,JP
2017-04-09,Keith Ape,34,JP
2017-04-16,Keith Ape,34,JP
2017-04-23,Keith Ape,0,JP
2017-04-30,Keith Ape,0,JP
2017-05-07,Keith Ape,0,JP
2017-05-14,Keith Ape,0,JP
2017-05-21,Keith Ape,0,JP
2017-05-28,Keith Ape,33,JP
2017-06-04,Keith Ape,100,JP
2017-06-11,Keith Ape,0,JP
2017-06-18,Keith Ape,33,JP
2017-06-25,Keith Ape,0,JP
2017-07-02,Keith Ape,0,JP
2017-07-09,Keith Ape,0,JP
2017-07-16,Keith Ape,0,JP
2017-07-23,Keith Ape,0,JP
2017-07-30,Keith Ape,23,JP
2017-08-06,Keith Ape,2,JP
2017-08-13,Keith Ape,8,JP
2017-08-20,Keith Ape,7,JP
2017-08-27,Keith Ape,8,JP
2017-09-03,Keith Ape,9,JP
2017-09-10,Keith Ape,10,JP
2017-09-17,Keith Ape,4,JP
2017-09-24,Keith Ape,8,JP
2017-10-01,Keith Ape,12,JP
2017-10-08,Keith Ape,8,JP
2017-10-15,Keith Ape,7,JP
2017-10-22,Keith Ape,4,JP
2017-10-29,Keith Ape,6,JP
2017-11-05,Keith Ape,9,JP
2017-11-12,Keith Ape,9,JP
2017-11-19,Keith Ape,6,JP
2017-11-26,Keith Ape,3,JP
2017-12-03,Keith Ape,8,JP
2017-12-10,Keith Ape,7,JP
2017-12-17,Keith Ape,5,JP
2017-12-24,Keith Ape,4,JP
2017-12-31,Keith Ape,7,JP
2018-01-07,Keith Ape,5,JP
2018-01-14,Keith Ape,7,JP
2018-01-21,Keith Ape,9,JP
2018-01-28,Keith Ape,5,JP
2018-02-04,Keith Ape,16,JP
2018-02-11,Keith Ape,0,JP
2018-02-18,Keith Ape,3,JP
2018-02-25,Keith Ape,3,JP
2018-03-04,Keith Ape,11,JP
2018-03-11,Keith Ape,4,JP
2018-03-18,Keith Ape,3,JP
2018-03-25,Keith Ape,8,JP
2018-04-01,Keith Ape,0,JP
2018-04-08,Keith Ape,10,JP
2018-04-15,Keith Ape,3,JP
2018-04-22,Keith Ape,0,JP
2018-04-29,Keith Ape,3,JP
2018-05-06,Keith Ape,4,JP
2018-05-13,Keith Ape,3,JP
2018-05-20,Keith Ape,7,JP
2018-05-27,Keith Ape,3,JP
2018-06-03,Keith Ape,3,JP
2018-06-10,Keith Ape,11,JP
2018-06-17,Keith Ape,3,JP
2018-06-24,Keith Ape,5,JP
2018-07-01,Keith Ape,4,JP
2018-07-08,Keith Ape,10,JP
2018-07-15,Keith Ape,7,JP
2018-07-22,Keith Ape,5,JP
2018-07-29,Keith Ape,5,JP
2018-08-05,Keith Ape,0,JP
2018-08-12,Keith Ape,0,JP
2018-08-19,Keith Ape,3,JP
2018-08-26,Keith Ape,10,JP
2018-09-02,Keith Ape,7,JP
2018-09-09,Keith Ape,2,JP
2018-09-16,Keith Ape,5,JP
2018-09-23,Keith Ape,0,JP
2018-09-30,Keith Ape,2,JP
2018-10-07,Keith Ape,4,JP
2018-10-14,Keith Ape,3,JP
2018-10-21,Keith Ape,8,JP
2018-10-28,Keith Ape,3,JP
2018-11-04,Keith Ape,4,JP
2018-11-11,Keith Ape,6,JP
2018-11-18,Keith Ape,4,JP
2018-11-25,Keith Ape,4,JP
2018-12-02,Keith Ape,5,JP
2018-12-09,Keith Ape,8,JP
2018-12-16,Keith Ape,7,JP
2018-12-23,Keith Ape,3,JP
2018-12-30,Keith Ape,2,JP
2019-01-06,Keith Ape,5,JP
2019-01-13,Keith Ape,2,JP
2019-01-20,Keith Ape,5,JP
2019-01-27,Keith Ape,7,JP
2019-02-03,Keith Ape,3,JP
2019-02-10,Keith Ape,3,JP
2019-02-17,Keith Ape,9,JP
2019-02-24,Keith Ape,6,JP
2019-03-03,Keith Ape,3,JP
2019-03-10,Keith Ape,2,JP
2019-03-17,Keith Ape,2,JP
2019-03-24,Keith Ape,6,JP
2019-03-31,Keith Ape,4,JP
2019-04-07,Keith Ape,4,JP
2019-04-14,Keith Ape,0,JP
2019-04-21,Keith Ape,3,JP
2019-04-28,Keith Ape,4,JP
2019-05-05,Keith Ape,3,JP
2019-05-12,Keith Ape,0,JP
2019-05-19,Keith Ape,5,JP
2019-05-26,Keith Ape,0,JP
2015-01-04,Kohh,79,JP
2015-01-11,Kohh,24,JP
2015-01-18,Kohh,42,JP
2015-01-25,Kohh,42,JP
2015-02-01,Kohh,26,JP
2015-02-08,Kohh,52,JP
2015-02-15,Kohh,22,JP
2015-02-22,Kohh,38,JP
2015-03-01,Kohh,22,JP
2015-03-08,Kohh,23,JP
2015-03-15,Kohh,45,JP
2015-03-22,Kohh,35,JP
2015-03-29,Kohh,33,JP
2015-04-05,Kohh,17,JP
2015-04-12,Kohh,60,JP
2015-04-19,Kohh,29,JP
2015-04-26,Kohh,34,JP
2015-05-03,Kohh,27,JP
2015-05-10,Kohh,28,JP
2015-05-17,Kohh,29,JP
2015-05-24,Kohh,29,JP
2015-05-31,Kohh,69,JP
2015-06-07,Kohh,17,JP
2015-06-14,Kohh,40,JP
2015-06-21,Kohh,34,JP
2015-06-28,Kohh,45,JP
2015-07-05,Kohh,29,JP
2015-07-12,Kohh,45,JP
2015-07-19,Kohh,49,JP
2015-07-26,Kohh,38,JP
2015-08-02,Kohh,22,JP
2015-08-09,Kohh,39,JP
2015-08-16,Kohh,11,JP
2015-08-23,Kohh,27,JP
2015-08-30,Kohh,34,JP
2015-09-06,Kohh,11,JP
2015-09-13,Kohh,29,JP
