date,GROUP,Interest,REGION
2016-01-17,Keith Ape,35,GLOBAL
2016-01-24,Keith Ape,41,GLOBAL
2016-01-31,Keith Ape,46,GLOBAL
2016-02-07,Keith Ape,49,GLOBAL
2016-02-14,Keith Ape,52,GLOBAL
2016-02-21,Keith Ape,39,GLOBAL
2016-02-28,Keith Ape,45,GLOBAL
2016-03-06,Keith Ape,43,GLOBAL
2016-03-13,Keith Ape,38,GLOBAL
2016-03-20,Keith Ape,35,GLOBAL
2016-03-27,Keith Ape,33,GLOBAL
2016-04-03,Keith Ape,27,GLOBAL
2016-04-10,Keith Ape,32,GLOBAL
2016-04-17,Keith Ape,24,GLOBAL
2016-04-24,Keith Ape,35,GLOBAL
2016-05-01,Keith Ape,35,GLOBAL
2016-05-08,Keith Ape,28,GLOBAL
2016-05-15,Keith Ape,28,GLOBAL
2016-05-22,Keith Ape,33,GLOBAL
2016-05-29,Keith Ape,31,GLOBAL
2016-06-05,Keith Ape,29,GLOBAL
2016-06-12,Keith Ape,30,GLOBAL
2016-06-19,Keith Ape,30,GLOBAL
2016-06-26,Keith Ape,30,GLOBAL
2016-07-03,Keith Ape,28,GLOBAL
2016-07-10,Keith Ape,38,GLOBAL
2016-07-17,Keith Ape,48,GLOBAL
2016-07-24,Keith Ape,39,GLOBAL
2016-07-31,Keith Ape,39,GLOBAL
2016-08-07,Keith Ape,49,GLOBAL
2016-08-14,Keith Ape,63,GLOBAL
2016-08-21,Keith Ape,63,GLOBAL
2016-08-28,Keith Ape,54,GLOBAL
2016-09-04,Keith Ape,44,GLOBAL
2016-09-11,Keith Ape,37,GLOBAL
2016-09-18,Keith Ape,43,GLOBAL
2016-09-25,Keith Ape,72,GLOBAL
2016-10-02,Keith Ape,55,GLOBAL
2016-10-09,Keith Ape,47,GLOBAL
2016-10-16,Keith Ape,32,GLOBAL
2016-10-23,Keith Ape,32,GLOBAL
2016-10-30,Keith Ape,28,GLOBAL
2016-11-06,Keith Ape,36,GLOBAL
2016-11-13,Keith Ape,27,GLOBAL
2016-11-20,Keith Ape,30,GLOBAL
2016-11-27,Keith Ape,38,GLOBAL
2016-12-04,Keith Ape,33,GLOBAL
2016-12-11,Keith Ape,24,GLOBAL
2016-12-18,Keith Ape,28,GLOBAL
2016-12-25,Keith Ape,26,GLOBAL
2017-01-01,Keith Ape,31,GLOBAL
2017-01-08,Keith Ape,31,GLOBAL
2017-01-15,Keith Ape,27,GLOBAL
2017-01-22,Keith Ape,34,GLOBAL
2017-01-29,Keith Ape,31,GLOBAL
2017-02-05,Keith Ape,32,GLOBAL
2017-02-12,Keith Ape,22,GLOBAL
2017-02-19,Keith Ape,29,GLOBAL
2017-02-26,Keith Ape,26,GLOBAL
2017-03-05,Keith Ape,24,GLOBAL
2017-03-12,Keith Ape,38,GLOBAL
2017-03-19,Keith Ape,38,GLOBAL
2017-03-26,Keith Ape,20,GLOBAL
2017-04-02,Keith Ape,31,GLOBAL
2017-04-09,Keith Ape,38,GLOBAL
2017-04-16,Keith Ape,32,GLOBAL
2017-04-23,Keith Ape,35,GLOBAL
2017-04-30,Keith Ape,33,GLOBAL
2017-05-07,Keith Ape,89,GLOBAL
2017-05-14,Keith Ape,71,GLOBAL
2017-05-21,Keith Ape,58,GLOBAL
2017-05-28,Keith Ape,59,GLOBAL
2017-06-04,Keith Ape,44,GLOBAL
2017-06-11,Keith Ape,38,GLOBAL
2017-06-18,Keith Ape,40,GLOBAL
2017-06-25,Keith Ape,31,GLOBAL
2017-07-02,Keith Ape,33,GLOBAL
2017-07-09,Keith Ape,34,GLOBAL
2017-07-16,Keith Ape,24,GLOBAL
2017-07-23,Keith Ape,29,GLOBAL
2017-07-30,Keith Ape,25,GLOBAL
2017-08-06,Keith Ape,17,GLOBAL
2017-08-13,Keith Ape,18,GLOBAL
2017-08-20,Keith Ape,21,GLOBAL
2017-08-27,Keith Ape,21,GLOBAL
2017-09-03,Keith Ape,24,GLOBAL
2017-09-10,Keith Ape,19,GLOBAL
2017-09-17,Keith Ape,21,GLOBAL
2017-09-24,Keith Ape,17,GLOBAL
2017-10-01,Keith Ape,39,GLOBAL
2017-10-08,Keith Ape,25,GLOBAL
2017-10-15,Keith Ape,25,GLOBAL
2017-10-22,Keith Ape,21,GLOBAL
2017-10-29,Keith Ape,21,GLOBAL
2017-11-05,Keith Ape,18,GLOBAL
2017-11-12,Keith Ape,19,GLOBAL
2017-11-19,Keith Ape,15,GLOBAL
2017-11-26,Keith Ape,14,GLOBAL
2017-12-03,Keith Ape,14,GLOBAL
2017-12-10,Keith Ape,15,GLOBAL
2017-12-17,Keith Ape,15,GLOBAL
2017-12-24,Keith Ape,13,GLOBAL
2017-12-31,Keith Ape,11,GLOBAL
2018-01-07,Keith Ape,12,GLOBAL
2018-01-14,Keith Ape,13,GLOBAL
2018-01-21,Keith Ape,12,GLOBAL
2018-01-28,Keith Ape,10,GLOBAL
2018-02-04,Keith Ape,11,GLOBAL
2018-02-11,Keith Ape,11,GLOBAL
2018-02-18,Keith Ape,11,GLOBAL
2018-02-25,Keith Ape,9,GLOBAL
2018-03-04,Keith Ape,9,GLOBAL
2018-03-11,Keith Ape,9,GLOBAL
2018-03-18,Keith Ape,9,GLOBAL
2018-03-25,Keith Ape,8,GLOBAL
2018-04-01,Keith Ape,8,GLOBAL
2018-04-08,Keith Ape,7,GLOBAL
2018-04-15,Keith Ape,8,GLOBAL
2018-04-22,Keith Ape,9,GLOBAL
2018-04-29,Keith Ape,8,GLOBAL
2018-05-06,Keith Ape,9,GLOBAL
2018-05-13,Keith Ape,10,GLOBAL
2018-05-20,Keith Ape,9,GLOBAL
2018-05-27,Keith Ape,9,GLOBAL
2018-06-03,Keith Ape,9,GLOBAL
2018-06-10,Keith Ape,6,GLOBAL
2018-06-17,Keith Ape,9,GLOBAL
2018-06-24,Keith Ape,8,GLOBAL
2018-07-01,Keith Ape,8,GLOBAL
2018-07-08,Keith Ape,8,GLOBAL
2018-07-15,Keith Ape,10,GLOBAL
2018-07-22,Keith Ape,7,GLOBAL
2018-07-29,Keith Ape,8,GLOBAL
2018-08-05,Keith Ape,6,GLOBAL
2018-08-12,Keith Ape,5,GLOBAL
2018-08-19,Keith Ape,6,GLOBAL
2018-08-26,Keith Ape,6,GLOBAL
2018-09-02,Keith Ape,9,GLOBAL
2018-09-09,Keith Ape,7,GLOBAL
2018-09-16,Keith Ape,6,GLOBAL
2018-09-23,Keith Ape,7,GLOBAL
2018-09-30,Keith Ape,7,GLOBAL
2018-10-07,Keith Ape,11,GLOBAL
2018-10-14,Keith Ape,10,GLOBAL
2018-10-21,Keith Ape,8,GLOBAL
2018-10-28,Keith Ape,8,GLOBAL
2018-11-04,Keith Ape,7,GLOBAL
2018-11-11,Keith Ape,7,GLOBAL
2018-11-18,Keith Ape,6,GLOBAL
2018-11-25,Keith Ape,5,GLOBAL
2018-12-02,Keith Ape,6,GLOBAL
2018-12-09,Keith Ape,6,GLOBAL
2018-12-16,Keith Ape,6,GLOBAL
2018-12-23,Keith Ape,5,GLOBAL
2018-12-30,Keith Ape,7,GLOBAL
2019-01-06,Keith Ape,6,GLOBAL
2019-01-13,Keith Ape,5,GLOBAL
2019-01-20,Keith Ape,5,GLOBAL
2019-01-27,Keith Ape,6,GLOBAL
2019-02-03,Keith Ape,5,GLOBAL
2019-02-10,Keith Ape,5,GLOBAL
2019-02-17,Keith Ape,5,GLOBAL
2019-02-24,Keith Ape,5,GLOBAL
2019-03-03,Keith Ape,5,GLOBAL
2019-03-10,Keith Ape,4,GLOBAL
2019-03-17,Keith Ape,4,GLOBAL
2019-03-24,Keith Ape,5,GLOBAL
2019-03-31,Keith Ape,5,GLOBAL
2019-04-07,Keith Ape,4,GLOBAL
2019-04-14,Keith Ape,3,GLOBAL
2019-04-21,Keith Ape,3,GLOBAL
2019-04-28,Keith Ape,4,GLOBAL
2019-05-05,Keith Ape,4,GLOBAL
2019-05-12,Keith Ape,4,GLOBAL
2019-05-19,Keith Ape,4,GLOBAL
2019-05-26,Keith Ape,3,GLOBAL
2015-01-04,Kohh,26,GLOBAL
2015-01-11,Kohh,19,GLOBAL
2015-01-18,Kohh,17,GLOBAL
2015-01-25,Kohh,16,GLOBAL
2015-02-01,Kohh,58,GLOBAL
2015-02-08,Kohh,100,GLOBAL
2015-02-15,Kohh,61,GLOBAL
2015-02-22,Kohh,61,GLOBAL
2015-03-01,Kohh,66,GLOBAL
2015-03-08,Kohh,43,GLOBAL
2015-03-15,Kohh,29,GLOBAL
2015-03-22,Kohh,37,GLOBAL
2015-03-29,Kohh,22,GLOBAL
2015-04-05,Kohh,30,GLOBAL
2015-04-12,Kohh,31,GLOBAL
2015-04-19,Kohh,31,GLOBAL
2015-04-26,Kohh,22,GLOBAL
2015-05-03,Kohh,24,GLOBAL
2015-05-10,Kohh,24,GLOBAL
2015-05-17,Kohh,22,GLOBAL
2015-05-24,Kohh,34,GLOBAL
2015-05-31,Kohh,41,GLOBAL
2015-06-07,Kohh,28,GLOBAL
2015-06-14,Kohh,27,GLOBAL
2015-06-21,Kohh,17,GLOBAL
2015-06-28,Kohh,31,GLOBAL
2015-07-05,Kohh,23,GLOBAL
2015-07-12,Kohh,37,GLOBAL
2015-07-19,Kohh,39,GLOBAL
2015-07-26,Kohh,49,GLOBAL
2015-08-02,Kohh,38,GLOBAL
2015-08-09,Kohh,41,GLOBAL
2015-08-16,Kohh,35,GLOBAL
2015-08-23,Kohh,35,GLOBAL
2015-08-30,Kohh,40,GLOBAL
2015-09-06,Kohh,28,GLOBAL
2015-09-13,Kohh,32,GLOBAL
2015-09-20,Kohh,19,GLOBAL
2015-09-27,Kohh,24,GLOBAL
2015-10-04,Kohh,29,GLOBAL
2015-10-11,Kohh,40,GLOBAL
2015-10-18,Kohh,40,GLOBAL
2015-10-25,Kohh,44,GLOBAL
2015-11-01,Kohh,28,GLOBAL
2015-11-08,Kohh,56,GLOBAL
2015-11-15,Kohh,54,GLOBAL
2015-11-22,Kohh,28,GLOBAL
2015-11-29,Kohh,37,GLOBAL
2015-12-06,Kohh,31,GLOBAL
2015-12-13,Kohh,18,GLOBAL
2015-12-20,Kohh,23,GLOBAL
2015-12-27,Kohh,43,GLOBAL
2016-01-03,Kohh,35,GLOBAL
2016-01-10,Kohh,35,GLOBAL
2016-01-17,Kohh,34,GLOBAL
2016-01-24,Kohh,46,GLOBAL
2016-01-31,Kohh,26,GLOBAL
2016-02-07,Kohh,35,GLOBAL
2016-02-14,Kohh,65,GLOBAL
2016-02-21,Kohh,38,GLOBAL
2016-02-28,Kohh,40,GLOBAL
2016-03-06,Kohh,47,GLOBAL
2016-03-13,Kohh,40,GLOBAL
2016-03-20,Kohh,43,GLOBAL
2016-03-27,Kohh,23,GLOBAL
2016-04-03,Kohh,33,GLOBAL
2016-04-10,Kohh,40,GLOBAL
2016-04-17,Kohh,35,GLOBAL
2016-04-24,Kohh,35,GLOBAL
2016-05-01,Kohh,20,GLOBAL
2016-05-08,Kohh,27,GLOBAL
2016-05-15,Kohh,34,GLOBAL
2016-05-22,Kohh,33,GLOBAL
2016-05-29,Kohh,26,GLOBAL
2016-06-05,Kohh,43,GLOBAL
2016-06-12,Kohh,26,GLOBAL
2016-06-19,Kohh,31,GLOBAL
2016-06-26,Kohh,49,GLOBAL
2016-07-03,Kohh,30,GLOBAL
2016-07-10,Kohh,33,GLOBAL
2016-07-17,Kohh,20,GLOBAL
2016-07-24,Kohh,32,GLOBAL
2016-07-31,Kohh,29,GLOBAL
2016-08-07,Kohh,44,GLOBAL
2016-08-14,Kohh,39,GLOBAL
2016-08-21,Kohh,56,GLOBAL
2016-08-28,Kohh,32,GLOBAL
2016-09-04,Kohh,37,GLOBAL
2016-09-11,Kohh,38,GLOBAL
2016-09-18,Kohh,62,GLOBAL
2016-09-25,Kohh,60,GLOBAL
2016-10-02,Kohh,43,GLOBAL
2016-10-09,Kohh,41,GLOBAL
2016-10-16,Kohh,45,GLOBAL
2016-10-23,Kohh,22,GLOBAL
2016-10-30,Kohh,41,GLOBAL
2016-11-06,Kohh,35,GLOBAL
2016-11-13,Kohh,39,GLOBAL
2016-11-20,Kohh,48,GLOBAL
2016-11-27,Kohh,24,GLOBAL
2016-12-04,Kohh,45,GLOBAL
2016-12-11,Kohh,41,GLOBAL
2016-12-18,Kohh,19,GLOBAL
2016-12-25,Kohh,31,GLOBAL
2017-01-01,Kohh,25,GLOBAL
2017-01-08,Kohh,31,GLOBAL
2017-01-15,Kohh,54,GLOBAL
2017-01-22,Kohh,56,GLOBAL
2017-01-29,Kohh,34,GLOBAL
2017-02-05,Kohh,32,GLOBAL
2017-02-12,Kohh,22,GLOBAL
2017-02-19,Kohh,27,GLOBAL
2017-02-26,Kohh,26,GLOBAL
2017-03-05,Kohh,24,GLOBAL
2017-03-12,Kohh,26,GLOBAL
2017-03-19,Kohh,27,GLOBAL
2017-03-26,Kohh,25,GLOBAL
2017-04-02,Kohh,38,GLOBAL
2017-04-09,Kohh,19,GLOBAL
2017-04-16,Kohh,27,GLOBAL
2017-04-23,Kohh,19,GLOBAL
2017-04-30,Kohh,22,GLOBAL
2017-05-07,Kohh,25,GLOBAL
2017-05-14,Kohh,30,GLOBAL
2017-05-21,Kohh,29,GLOBAL
2017-05-28,Kohh,20,GLOBAL
2017-06-04,Kohh,36,GLOBAL
2017-06-11,Kohh,16,GLOBAL
2017-06-18,Kohh,21,GLOBAL
2017-06-25,Kohh,11,GLOBAL
2017-07-02,Kohh,19,GLOBAL
2017-07-09,Kohh,15,GLOBAL
2017-07-16,Kohh,31,GLOBAL
2017-07-23,Kohh,23,GLOBAL
2017-07-30,Kohh,20,GLOBAL
2017-08-06,Kohh,16,GLOBAL
2017-08-13,Kohh,16,GLOBAL
2017-08-20,Kohh,18,GLOBAL
2017-08-27,Kohh,17,GLOBAL
2017-09-03,Kohh,19,GLOBAL
2017-09-10,Kohh,13,GLOBAL
2017-09-17,Kohh,19,GLOBAL
2017-09-24,Kohh,16,GLOBAL
2017-10-01,Kohh,20,GLOBAL
2017-10-08,Kohh,15,GLOBAL
2017-10-15,Kohh,14,GLOBAL
2017-10-22,Kohh,11,GLOBAL
2017-10-29,Kohh,9,GLOBAL
2017-11-05,Kohh,16,GLOBAL
2017-11-12,Kohh,13,GLOBAL
2017-11-19,Kohh,11,GLOBAL
2017-11-26,Kohh,15,GLOBAL
2017-12-03,Kohh,14,GLOBAL
2017-12-10,Kohh,9,GLOBAL
2017-12-17,Kohh,11,GLOBAL
2017-12-24,Kohh,9,GLOBAL
2017-12-31,Kohh,12,GLOBAL
2018-01-07,Kohh,18,GLOBAL
2018-01-14,Kohh,16,GLOBAL
2018-01-21,Kohh,11,GLOBAL
2018-01-28,Kohh,14,GLOBAL
2018-02-04,Kohh,13,GLOBAL
2018-02-11,Kohh,10,GLOBAL
2018-02-18,Kohh,12,GLOBAL
2018-02-25,Kohh,12,GLOBAL
2018-03-04,Kohh,8,GLOBAL
2018-03-11,Kohh,8,GLOBAL
2018-03-18,Kohh,8,GLOBAL
2018-03-25,Kohh,10,GLOBAL
2018-04-01,Kohh,8,GLOBAL
2018-04-08,Kohh,9,GLOBAL
2018-04-15,Kohh,9,GLOBAL
2018-04-22,Kohh,12,GLOBAL
2018-04-29,Kohh,10,GLOBAL
2018-05-06,Kohh,10,GLOBAL
2018-05-13,Kohh,8,GLOBAL
2018-05-20,Kohh,7,GLOBAL
2018-05-27,Kohh,9,GLOBAL
2018-06-03,Kohh,8,GLOBAL
2018-06-10,Kohh,9,GLOBAL
2018-06-17,Kohh,9,GLOBAL
2018-06-24,Kohh,10,GLOBAL
2018-07-01,Kohh,11,GLOBAL
2018-07-08,Kohh,7,GLOBAL
2018-07-15,Kohh,6,GLOBAL
2018-07-22,Kohh,6,GLOBAL
2018-07-29,Kohh,8,GLOBAL
2018-08-05,Kohh,6,GLOBAL
2018-08-12,Kohh,5,GLOBAL
2018-08-19,Kohh,5,GLOBAL
2018-08-26,Kohh,7,GLOBAL
2018-09-02,Kohh,6,GLOBAL
2018-09-09,Kohh,9,GLOBAL
2018-09-16,Kohh,9,GLOBAL
2018-09-23,Kohh,6,GLOBAL
2018-09-30,Kohh,8,GLOBAL
2018-10-07,Kohh,9,GLOBAL
2018-10-14,Kohh,9,GLOBAL
2018-10-21,Kohh,10,GLOBAL
2018-10-28,Kohh,9,GLOBAL
2018-11-04,Kohh,9,GLOBAL
2018-11-11,Kohh,13,GLOBAL
2018-11-18,Kohh,15,GLOBAL
2018-11-25,Kohh,10,GLOBAL
2018-12-02,Kohh,11,GLOBAL
2018-12-09,Kohh,9,GLOBAL
2018-12-16,Kohh,9,GLOBAL
2018-12-23,Kohh,9,GLOBAL
2018-12-30,Kohh,8,GLOBAL
2019-01-06,Kohh,9,GLOBAL
2019-01-13,Kohh,12,GLOBAL
2019-01-20,Kohh,10,GLOBAL
2019-01-27,Kohh,15,GLOBAL
2019-02-03,Kohh,17,GLOBAL
2019-02-10,Kohh,15,GLOBAL
2019-02-17,Kohh,14,GLOBAL
2019-02-24,Kohh,9,GLOBAL
2019-03-03,Kohh,8,GLOBAL
2019-03-10,Kohh,9,GLOBAL
2019-03-17,Kohh,9,GLOBAL
2019-03-24,Kohh,10,GLOBAL
2019-03-31,Kohh,7,GLOBAL
2019-04-07,Kohh,9,GLOBAL
2019-04-14,Kohh,10,GLOBAL
2019-04-21,Kohh,11,GLOBAL
2019-04-28,Kohh,9,GLOBAL
2019-05-05,Kohh,8,GLOBAL
2019-05-12,Kohh,10,GLOBAL
2019-05-19,Kohh,9,GLOBAL
2019-05-26,Kohh,7,GLOBAL
2015-01-04,Vince Staples,12,GLOBAL
2015-01-11,Vince Staples,22,GLOBAL
2015-01-18,Vince Staples,10,GLOBAL
2015-01-25,Vince Staples,27,GLOBAL
2015-02-01,Vince Staples,19,GLOBAL
2015-02-08,Vince Staples,10,GLOBAL
2015-02-15,Vince Staples,20,GLOBAL
2015-02-22,Vince Staples,12,GLOBAL
2015-03-01,Vince Staples,22,GLOBAL
2015-03-08,Vince Staples,18,GLOBAL
2015-03-15,Vince Staples,13,GLOBAL
2015-03-22,Vince Staples,17,GLOBAL
2015-03-29,Vince Staples,14,GLOBAL
2015-04-05,Vince Staples,17,GLOBAL
2015-04-12,Vince Staples,24,GLOBAL
2015-04-19,Vince Staples,20,GLOBAL
2015-04-26,Vince Staples,10,GLOBAL
2015-05-03,Vince Staples,27,GLOBAL
2015-05-10,Vince Staples,33,GLOBAL
2015-05-17,Vince Staples,28,GLOBAL
2015-05-24,Vince Staples,28,GLOBAL
2015-05-31,Vince Staples,35,GLOBAL
2015-06-07,Vince Staples,34,GLOBAL
2015-06-14,Vince Staples,53,GLOBAL
2015-06-21,Vince Staples,80,GLOBAL
2015-06-28,Vince Staples,100,GLOBAL
2015-07-05,Vince Staples,87,GLOBAL
2015-07-12,Vince Staples,81,GLOBAL
2015-07-19,Vince Staples,66,GLOBAL
2015-07-26,Vince Staples,53,GLOBAL
2015-08-02,Vince Staples,62,GLOBAL
2015-08-09,Vince Staples,64,GLOBAL
2015-08-16,Vince Staples,60,GLOBAL
2015-08-23,Vince Staples,54,GLOBAL
2015-08-30,Vince Staples,76,GLOBAL
2015-09-06,Vince Staples,63,GLOBAL
2015-09-13,Vince Staples,61,GLOBAL
2015-09-20,Vince Staples,40,GLOBAL
2015-09-27,Vince Staples,39,GLOBAL
2015-10-04,Vince Staples,46,GLOBAL
2015-10-11,Vince Staples,44,GLOBAL
2015-10-18,Vince Staples,35,GLOBAL
2015-10-25,Vince Staples,62,GLOBAL
2015-11-01,Vince Staples,48,GLOBAL
2015-11-08,Vince Staples,45,GLOBAL
2015-11-15,Vince Staples,38,GLOBAL
2015-11-22,Vince Staples,39,GLOBAL
2015-11-29,Vince Staples,34,GLOBAL
2015-12-06,Vince Staples,40,GLOBAL
2015-12-13,Vince Staples,61,GLOBAL
2015-12-20,Vince Staples,52,GLOBAL
2015-12-27,Vince Staples,46,GLOBAL
2016-01-03,Vince Staples,45,GLOBAL
2016-01-10,Vince Staples,49,GLOBAL
2016-01-17,Vince Staples,41,GLOBAL
2016-01-24,Vince Staples,58,GLOBAL
2016-01-31,Vince Staples,61,GLOBAL
2016-02-07,Vince Staples,48,GLOBAL
2016-02-14,Vince Staples,51,GLOBAL
2016-02-21,Vince Staples,43,GLOBAL
2016-02-28,Vince Staples,44,GLOBAL
2016-03-06,Vince Staples,36,GLOBAL
2016-03-13,Vince Staples,28,GLOBAL
2016-03-20,Vince Staples,44,GLOBAL
2016-03-27,Vince Staples,40,GLOBAL
2016-04-03,Vince Staples,30,GLOBAL
2016-04-10,Vince Staples,33,GLOBAL
2016-04-17,Vince Staples,36,GLOBAL
2016-04-24,Vince Staples,33,GLOBAL
2016-05-01,Vince Staples,53,GLOBAL
2016-05-08,Vince Staples,37,GLOBAL
2016-05-15,Vince Staples,30,GLOBAL
2016-05-22,Vince Staples,34,GLOBAL
2016-05-29,Vince Staples,35,GLOBAL
2016-06-05,Vince Staples,32,GLOBAL
2016-06-12,Vince Staples,29,GLOBAL
2016-06-19,Vince Staples,26,GLOBAL
2016-06-26,Vince Staples,26,GLOBAL
2016-07-03,Vince Staples,35,GLOBAL
2016-07-10,Vince Staples,31,GLOBAL
2016-07-17,Vince Staples,28,GLOBAL
2016-07-24,Vince Staples,28,GLOBAL
2016-07-31,Vince Staples,22,GLOBAL
2016-08-07,Vince Staples,35,GLOBAL
2016-08-14,Vince Staples,24,GLOBAL
2016-08-21,Vince Staples,35,GLOBAL
2016-08-28,Vince Staples,66,GLOBAL
2016-09-04,Vince Staples,64,GLOBAL
2016-09-11,Vince Staples,38,GLOBAL
2016-09-18,Vince Staples,50,GLOBAL
2016-09-25,Vince Staples,48,GLOBAL
2016-10-02,Vince Staples,74,GLOBAL
2016-10-09,Vince Staples,39,GLOBAL
2016-10-16,Vince Staples,39,GLOBAL
2016-10-23,Vince Staples,48,GLOBAL
2016-10-30,Vince Staples,36,GLOBAL
2016-11-06,Vince Staples,37,GLOBAL
2016-11-13,Vince Staples,37,GLOBAL
2016-11-20,Vince Staples,36,GLOBAL
2016-11-27,Vince Staples,34,GLOBAL
2016-12-04,Vince Staples,34,GLOBAL
2016-12-11,Vince Staples,26,GLOBAL
2016-12-18,Vince Staples,32,GLOBAL
2016-12-25,Vince Staples,26,GLOBAL
2017-01-01,Vince Staples,19,GLOBAL
2017-01-08,Vince Staples,29,GLOBAL
2017-01-15,Vince Staples,25,GLOBAL
2017-01-22,Vince Staples,27,GLOBAL
2017-01-29,Vince Staples,26,GLOBAL
2017-02-05,Vince Staples,32,GLOBAL
2017-02-12,Vince Staples,37,GLOBAL
2017-02-19,Vince Staples,27,GLOBAL
2017-02-26,Vince Staples,31,GLOBAL
2017-03-05,Vince Staples,32,GLOBAL
2017-03-12,Vince Staples,35,GLOBAL
2017-03-19,Vince Staples,49,GLOBAL
2017-03-26,Vince Staples,48,GLOBAL
2017-04-02,Vince Staples,45,GLOBAL
2017-04-09,Vince Staples,29,GLOBAL
2017-04-16,Vince Staples,35,GLOBAL
2017-04-23,Vince Staples,33,GLOBAL
2017-04-30,Vince Staples,33,GLOBAL
2017-05-07,Vince Staples,25,GLOBAL
2017-05-14,Vince Staples,46,GLOBAL
2017-05-21,Vince Staples,51,GLOBAL
2017-05-28,Vince Staples,45,GLOBAL
2017-06-04,Vince Staples,48,GLOBAL
2017-06-11,Vince Staples,50,GLOBAL
2017-06-18,Vince Staples,78,GLOBAL
2017-06-25,Vince Staples,98,GLOBAL
2017-07-02,Vince Staples,70,GLOBAL
2017-07-09,Vince Staples,60,GLOBAL
2017-07-16,Vince Staples,47,GLOBAL
2017-07-23,Vince Staples,45,GLOBAL
2017-07-30,Vince Staples,38,GLOBAL
2017-08-06,Vince Staples,33,GLOBAL
2017-08-13,Vince Staples,32,GLOBAL
2017-08-20,Vince Staples,26,GLOBAL
2017-08-27,Vince Staples,25,GLOBAL
2017-09-03,Vince Staples,27,GLOBAL
2017-09-10,Vince Staples,24,GLOBAL
2017-09-17,Vince Staples,19,GLOBAL
2017-09-24,Vince Staples,22,GLOBAL
2017-10-01,Vince Staples,24,GLOBAL
2017-10-08,Vince Staples,29,GLOBAL
2017-10-15,Vince Staples,39,GLOBAL
2017-10-22,Vince Staples,22,GLOBAL
2017-10-29,Vince Staples,21,GLOBAL
2017-11-05,Vince Staples,24,GLOBAL
2017-11-12,Vince Staples,26,GLOBAL
2017-11-19,Vince Staples,21,GLOBAL
2017-11-26,Vince Staples,20,GLOBAL
2017-12-03,Vince Staples,22,GLOBAL
2017-12-10,Vince Staples,30,GLOBAL
2017-12-17,Vince Staples,22,GLOBAL
2017-12-24,Vince Staples,20,GLOBAL
2017-12-31,Vince Staples,24,GLOBAL
2018-01-07,Vince Staples,23,GLOBAL
2018-01-14,Vince Staples,20,GLOBAL
2018-01-21,Vince Staples,22,GLOBAL
2018-01-28,Vince Staples,22,GLOBAL
2018-02-04,Vince Staples,24,GLOBAL
2018-02-11,Vince Staples,25,GLOBAL
2018-02-18,Vince Staples,26,GLOBAL
2018-02-25,Vince Staples,21,GLOBAL
2018-03-04,Vince Staples,25,GLOBAL
2018-03-11,Vince Staples,20,GLOBAL
2018-03-18,Vince Staples,22,GLOBAL
2018-03-25,Vince Staples,21,GLOBAL
2018-04-01,Vince Staples,19,GLOBAL
2018-04-08,Vince Staples,17,GLOBAL
2018-04-15,Vince Staples,24,GLOBAL
2018-04-22,Vince Staples,19,GLOBAL
2018-04-29,Vince Staples,17,GLOBAL
2018-05-06,Vince Staples,22,GLOBAL
2018-05-13,Vince Staples,15,GLOBAL
2018-05-20,Vince Staples,15,GLOBAL
2018-05-27,Vince Staples,16,GLOBAL
2018-06-03,Vince Staples,18,GLOBAL
2018-06-10,Vince Staples,12,GLOBAL
2018-06-17,Vince Staples,14,GLOBAL
2018-06-24,Vince Staples,10,GLOBAL
2018-07-01,Vince Staples,14,GLOBAL
2018-07-08,Vince Staples,15,GLOBAL
2018-07-15,Vince Staples,13,GLOBAL
2018-07-22,Vince Staples,14,GLOBAL
2018-07-29,Vince Staples,13,GLOBAL
2018-08-05,Vince Staples,12,GLOBAL
2018-08-12,Vince Staples,11,GLOBAL
2018-08-19,Vince Staples,10,GLOBAL
2018-08-26,Vince Staples,11,GLOBAL
2018-09-02,Vince Staples,14,GLOBAL
2018-09-09,Vince Staples,14,GLOBAL
2018-09-16,Vince Staples,13,GLOBAL
2018-09-23,Vince Staples,11,GLOBAL
2018-09-30,Vince Staples,12,GLOBAL
2018-10-07,Vince Staples,14,GLOBAL
2018-10-14,Vince Staples,11,GLOBAL
2018-10-21,Vince Staples,12,GLOBAL
2018-10-28,Vince Staples,27,GLOBAL
2018-11-04,Vince Staples,45,GLOBAL
2018-11-11,Vince Staples,26,GLOBAL
2018-11-18,Vince Staples,22,GLOBAL
2018-11-25,Vince Staples,18,GLOBAL
2018-12-02,Vince Staples,20,GLOBAL
2018-12-09,Vince Staples,21,GLOBAL
2018-12-16,Vince Staples,23,GLOBAL
2018-12-23,Vince Staples,18,GLOBAL
2018-12-30,Vince Staples,17,GLOBAL
2019-01-06,Vince Staples,28,GLOBAL
2019-01-13,Vince Staples,19,GLOBAL
2019-01-20,Vince Staples,16,GLOBAL
2019-01-27,Vince Staples,15,GLOBAL
2019-02-03,Vince Staples,13,GLOBAL
2019-02-10,Vince Staples,13,GLOBAL
2019-02-17,Vince Staples,13,GLOBAL
2019-02-24,Vince Staples,13,GLOBAL
2019-03-03,Vince Staples,14,GLOBAL
2019-03-10,Vince Staples,13,GLOBAL
2019-03-17,Vince Staples,13,GLOBAL
2019-03-24,Vince Staples,19,GLOBAL
2019-03-31,Vince Staples,15,GLOBAL
